title,price,rating,Model Name,Speaker Type,Special Feature,Recommended Uses For Product,Compatible Devices,Subwoofer Diameter,Net Quantity,Surround Sound Channel Configuration,Colour,Battery Life,Included Components,Product Dimensions,Age Range (Description),Item Weight,Is Waterproof,Warranty Type,Number of Items,Control Method,Wireless Communication Technology,Speaker Size,Power Source,Tweeter Diameter,Number of Batteries,Audio Driver Type,Bluetooth Range,Connectivity Protocol,Includes MP3 player?,Battery Capacity,Global Trade Identification Number,Manufacturer,Model,Batteries,Item model number,Special Features,Audio input compatible with the item,Noise Level,Speaker amplification type,Speaker connectivity,Audio Wattage,Wattage,Batteries Included,Batteries Required,Battery cell composition,Includes Rechargeable Battery,Country of Origin
"Portronics SoundDrum 1 12W TWS Portable Bluetooth Speaker with Powerful Bass, Bluetooth 5.3V, 360° Surround Sound, USB Drive in, Type C Fast Charging(Black)",899.,4.0,SoundDrum 1,Outdoor,"Handsfree Calling, Portable, Bass Boost, Inbuilt-FM, In-Built-Microphone, Auto Off, Usb Port",For Smartphones or Tablets,"Laptop, Television, Personal Computer, Tablet",5 Inches,1.00 count,5 1,Black,6 Hours,"Bluetooth Speaker 1N, Charging Cable 1N, User Manual 1N",7.9D x 7.9W x 9.5H Centimeters,Adult,350 g,No,Limited,1,Touch,Bluetooth,5 Inches,Battery Powered,5 Inches,1 Lithium Polymer batteries required. (included),Dynamic Driver,1E+1 Metres,Bluetooth,No,2000 Milliamp Hours,08904336802883,Portronics,POR-1288,1 Lithium Polymer batteries required. (included),POR-1288,"Handsfree Calling, Portable, Bass Boost, Inbuilt-FM, In-Built-Microphone, Auto Off, Usb Port",Auxiliary,85 dB,Active,"Bluetooth, USB",10 Watts,10 Watts,Yes,Yes,Lithium Ion,Yes,China
"Honeywell Newly Launched Suono P300 10W 5.3 Bluetooth Speaker,9H Playtime, Deep Bass,IPX 4,TWS Feature,Fast Charging,SD Card,USB,AUX,Built-In Mic and 52mm Drivers,2 Years Manufacturer Warranty - Black",1119.,3.7,Suono P300,Soundbar,"Bass Boost, Portable, Bluetooth, Lightweight, Built In Microphone",For Smartphones or Tablets,"Laptop, Tablet, Smartphone",5 Inches,1 Count,2,Black,9 Hours,"AUX Cable, User Manual, USB A to Type C Cable",8D x 18.2W Centimeters,Adult,650 g,No,Limited,1,Touch,Bluetooth,52 Millimetres,Battery Powered,1 Inches,Water Resistant,1 Lithium Ion batteries required. (included),15 Metres,Bluetooth,No,1200,P300,10 metres,"Secure Connection Limited, Flat C 61/F,Water Front Road Tung Chung, N.T., Hong Kong",HC000115/AUD/BTS/P300/BLK,1 Lithium Ion batteries required. (included),HC000115/AUD/BTS/P300/BLK,"Bass Boost, Portable, Bluetooth, Lightweight, Built In Microphone",10 Watts,Active,10,Yes,No,Yes,China
AmazonBasics BT10L 10W RMS Bluetooth Speaker with 2000 mAh Battery | Up to 10 hrs of Playback | RGB | Bluetooth 5.1 and Micro SD Card Connectivity | Type-C Charging (Black),649.,3.7,Handlebar Mount,Acrylonitrile Butadiene Styrene (ABS),AB-BT-CM02,Subwoofer,"Portable, LED Light, Lightweight, Built In Microphone, Stereo Pairing, USB Port",For Smartphones or Tablets,"Laptop, Desktop, Television, Tablet, Smartphone",12 Inches,1 Count,Black - 10W - 2000 mAh,8 Hours,"1N Speaker, 1N Charging Cable, 1N User Manual,,,,,,,,",10.5D x 15W x 17H Centimeters,Adult,460 g,TRUE,Limited,1,Touch,Bluetooth,66 Millimetres,Battery Powered,65 dB,1 Inches,1 Lithium Ion batteries required. (included),Dynamic Driver,10 Metres,66 Millimetres,Wireless,Bluetooth,"Personal, On-the-go Use (Smartphones, Tablets)",2000 Milliamp Hours,4.25 Hours,Stereo,Modern Minimalist,10 metres,"CALLMATE INDIA PVT. LTD. A-187 , Street No. 11 , Mahipalpur , 110037, New Delhi",AB-BT-CM02,1 Lithium Ion batteries required. (included),AB-BT-CM02,"Portable, LED Light, Lightweight, Built In Microphone, Stereo Pairing, USB Port",10 Watts,Active,Wireless,10 Watts,Yes,Yes,Lithium Ion,Yes,India
"JBL Go 3, Wireless Ultra Portable Bluetooth Speaker, Pro Sound, Vibrant Colors with Rugged Fabric Design, Waterproof, Type C (Without Mic, Blue)",2799.,4.4,fabric,GO 3,Stereo Speaker,"Ultra-Portable, IP67 Waterproof and Sweatproof",For Smartphones or Tablets,"Laptop,Tablet,Smartphone",12 Inches,1 Pack,1,BLUE,5 Hours,"1 x JBL GO 3, 1 x Type C USB cable, 1 x Quick start guide, 1 x Warranty card, 1 x Safety sheet",7.5D x 8.7W x 4.1H Centimeters,Adult,209 g,IP67,1,Touch,Bluetooth 5.1,4.1 Centimetres,Battery Powered,1 Lithium Metal batteries required.,JBLGO3BLU,Active,1,4.2 Watts,Standard,Lithium Polymer,2.5 Hours,1,4.2 Watts,"Harman International Industries, Inc",China
"amazon basics B10 10W RMS Bluetooth Speaker with 2000 mAh Battery | Up to 8 hrs of Playback | RGB | Bluetooth 5.3, AUX in, USB & Micro SD Card Connectivity | Type-C Charging (Black)",829.,3.9,Portable Bluetooth Speaker,Soundbar,"Portable, Lightweight","For Computers, For Smartphones or Tablets",Smartphone,1 Count,Black,8 Hours,"AUX cable, USB Cable",8.2D x 19.3W x 8.2H Centimeters,Adult,479 g,3.3 Ohm,False,Limited,1,Touch,Bluetooth,50.8 Millimetres,Battery Powered,1 Inches,1 Lithium Ion batteries required. (included),Dynamic Driver,10 Metres,50.8 Millimetres,"Bluetooth, USB",Yes,Travel,2000 Milliamp Hours,5.35 Hours,Stereo,"Modern, Sophisticated",10 metres,1,Brandworks Technologies Pvt Ltd,ABSB10W,1 Lithium Ion batteries required. (included),ABSB10W,"Portable, Lightweight",10 Watts,Active,Wireless,10 Watts,Yes,Yes,Lithium Ion,Yes,India
"Mivi Roam 2 Bluetooth Speakers wireless-5W Portable Speaker,24 Hours Playtime,Powerful Bass, Wireless Stereo Speaker with Studio Quality Sound,Waterproof, Bluetooth 5.0 and in-Built Mic, Made In India",799.,4.2,Aluminum,Roam2,Outdoor,"Bass Boost, Built In Microphone, Portable, Voice Assistant, Waterproof, Usb Port",Music,"Laptop, Television, Smartphone",5 Inches,1 Count,2,Roam 2 (Black),3 Hours,Bluetooth Speaker;User Manual;Aux Cable;Charging Cable;Warranty Card,5D x 5W x 5H Centimeters,Adult,204 g,4 Ohm,IPX7,Limited,1,Touch,Bluetooth,5 Centimetres,Battery Powered,1 Inches,Bus,Waterproof,1 Lithium Polymer batteries required. (included),Dynamic Driver,Wireless,Bluetooth,No,2000,4 Hours,ROAM 2,Standard Packaging,MIVI,YD-DZ-FR-V-POR-0907-D-28,1 Lithium Polymer batteries required. (included),YD-DZ-FR-V-POR-0907-D-28,"Bass Boost, Built In Microphone, Portable, Voice Assistant, Waterproof, Usb Port",7 Inches,Active,Bluetooth,5 Watts,Yes,Yes,Lithium Polymer,Yes,India
